Event,Fighter 1,KD F_1,Sig. str. landed F_1,Sig. str. thrown F_1,Sig. str. % F_1,Total str. landed F_1,Total str. thrown F_1,Td completed F_1,Td attempted F_1,Td % F_1,Sub. att F_1,Rev. F_1,Ctrl F_1,Head landed F_1,Head thrown F_1,Body landed F_1,Body thrown F_1,Leg landed F_1,Leg thrown F_1,Distance landed F_1,Distance thrown F_1,Clinch landed F_1,Clinch thrown F_1,Ground landed F_1,Ground thrown F_1,Fighter 2,KD F_2,Sig. str. landed F_2,Sig. str. thrown F_2,Sig. str. % F_2,Total str. landed F_2,Total str. thrown F_2,Td completed F_2,Td attempted F_2,Td % F_2,Sub. att F_2,Rev. F_2,Ctrl F_2,Head landed F_2,Head thrown F_2,Body landed F_2,Body thrown F_2,Leg landed F_2,Leg thrown F_2,Distance landed F_2,Distance thrown F_2,Clinch landed F_2,Clinch thrown F_2,Ground landed F_2,Ground thrown F_2
UFC 166: Velasquez vs Dos Santos 3,George Sotiropoulos,0,50,199,0.25,50,199,1,7,0.14,0,0,26.0,31,176,6,9,13,14,50,199,0,0,0,0,KJ Noons,0,56,167,0.33,57,168,0,0,,0,0,0.0,26,113,30,54,0,0,56,167,0,0,0,0
UFC 4: Revenge of the Warriors,Royce Gracie,0,11,23,0.47,45,58,0,2,0.0,3,0,,7,15,3,5,1,3,2,10,9,13,0,0,Keith Hackney,0,4,13,0.3,7,16,0,0,,0,0,,3,12,1,1,0,0,1,3,2,4,1,6
UFC on FOX: Gustafsson vs Johnson,Phil Davis,0,35,129,0.27,51,145,0,9,0.0,0,0,89.0,11,86,15,28,9,15,29,116,6,13,0,0,Ryan Bader,0,26,117,0.22,29,120,1,3,0.33,0,0,45.0,19,102,4,10,3,5,24,112,1,4,1,1
UFC Fight Night: Henderson vs Masvidal,Yao Zhikui,0,1,6,0.16,1,6,0,0,,0,0,2.0,1,5,0,1,0,0,0,4,1,2,0,0,Fredy Serrano,0,3,5,0.6,7,11,1,2,0.5,0,0,4.0,1,2,0,1,2,2,2,3,1,2,0,0
UFC 231: Holloway vs. Ortega,Katlyn Chookagian,0,65,201,0.32,70,207,0,0,,0,0,50.0,51,180,9,15,5,6,49,182,8,9,8,10,Jessica Eye,0,81,190,0.42,83,192,0,3,0.0,0,0,20.0,39,127,24,42,18,21,70,174,11,16,0,0
UFC Fight Night: Rodriguez vs. Caceres,Cub Swanson,0,67,109,0.61,91,133,1,1,1.0,1,0,122.0,51,92,10,11,6,6,38,77,8,9,21,23,Tatsuya Kawajiri,0,23,101,0.22,51,132,3,12,0.25,0,1,327.0,12,82,2,8,9,11,19,85,2,3,2,13
UFC 94: St-Pierre vs Penn 2,Jake O'Brien,1,25,84,0.29,61,122,9,11,0.81,0,0,314.0,25,84,0,0,0,0,17,67,5,9,3,8,Christian Wellisch,0,46,179,0.25,67,200,0,1,0.0,0,0,4.0,31,158,3,4,12,17,44,172,2,7,0,0
UFC Fight Night: Poirier vs. Pettis,Jake Collier,0,94,247,0.38,124,279,0,2,0.0,0,2,71.0,55,199,19,26,20,22,88,235,2,7,4,5,Marcel Fortuna,0,59,140,0.42,65,146,1,9,0.11,1,0,67.0,49,122,9,15,1,3,54,132,5,7,0,1
The Ultimate Fighter: Team Rampage vs Team Forrest Finale,Kendall Grove,0,59,96,0.61,90,127,0,0,,1,0,82.0,47,84,10,10,2,2,22,53,37,43,0,0,Evan Tanner,0,27,47,0.57,35,57,3,8,0.37,0,0,539.0,15,35,5,5,7,7,9,24,15,17,3,6
UFC 81: Breaking Point,Chris Lytle,1,12,17,0.7,18,23,0,0,,0,0,4.0,11,16,0,0,1,1,6,10,3,3,3,4,Kyle Bradley,0,0,3,0.0,1,4,0,1,0.0,0,0,0.0,0,3,0,0,0,0,0,3,0,0,0,0
UFC Fight Night: Ngannou vs. Dos Santos,Emily Whitmire,0,7,25,0.28,18,37,0,0,,0,1,94.0,4,21,3,4,0,0,4,21,2,2,1,2,Amanda Ribas,0,21,41,0.51,67,92,2,5,0.4,2,0,272.0,16,35,4,5,1,1,10,22,4,5,7,14
UFC Fight Night: Swanson vs. Ortega,Antonio Braga Neto,0,18,73,0.24,26,86,2,5,0.4,0,0,194.0,10,60,5,8,3,5,16,71,0,0,2,2,Trevin Giles,1,70,113,0.61,77,120,0,0,,0,0,24.0,62,104,6,7,2,2,68,111,2,2,0,0
UFC 211: Miocic vs. Dos Santos,Eddie Alvarez,0,44,127,0.34,44,128,1,4,0.25,0,0,76.0,32,111,11,13,1,3,36,112,5,12,3,3,Dustin Poirier,0,73,144,0.5,79,150,0,0,,2,0,0.0,61,128,7,11,5,5,61,127,12,17,0,0
UFC Fight Night: Condit vs Alves,Juliana Lima,0,41,72,0.56,119,162,3,3,1.0,0,0,591.0,24,54,5,5,12,13,21,39,8,11,12,22,Ericka Almeida,0,13,37,0.35,32,58,0,2,0.0,0,0,33.0,11,35,1,1,1,1,12,35,1,1,0,1
UFC 218: Holloway vs. Aldo 2,Felice Herrig,0,76,262,0.29,82,268,1,2,0.5,0,0,95.0,47,219,11,16,18,27,75,260,1,1,0,1,Cortney Casey,0,91,233,0.39,92,234,0,0,,0,1,7.0,68,208,3,4,20,21,90,229,1,3,0,1
UFC Fight Night: Shogun vs. Smith,Emil Meek,0,21,65,0.32,69,115,0,0,,1,0,13.0,20,60,1,5,0,0,14,56,3,5,4,4,Bartosz Fabinski,0,35,48,0.72,72,91,6,9,0.66,0,0,784.0,28,40,4,5,3,3,12,19,3,4,20,25
UFC Fight Night: Evans vs Salmon,Rashad Evans,1,13,35,0.37,13,35,0,0,,0,0,2.0,10,30,3,5,0,0,6,26,6,8,1,1,Sean Salmon,0,10,28,0.35,15,33,2,3,0.66,0,0,52.0,10,27,0,1,0,0,2,16,2,5,6,7
UFC 144: Edgar vs Henderson,Yushin Okami,0,29,75,0.38,43,91,1,2,0.5,0,0,241.0,26,72,2,2,1,1,19,58,0,0,10,17,Tim Boetsch,1,42,93,0.45,47,99,0,1,0.0,1,0,7.0,36,79,3,9,3,5,26,76,11,12,5,5
UFC on FOX: Johnson vs Moraga,Rory MacDonald,0,46,118,0.38,48,120,0,1,0.0,0,0,0.0,37,102,9,16,0,0,44,115,2,3,0,0,Jake Ellenberger,0,19,97,0.19,27,106,1,3,0.33,0,0,63.0,16,89,2,5,1,3,17,93,1,3,1,1
UFC Fight Night: Rozenstruik vs. Gane,Alexander Hernandez,0,50,205,0.24,50,205,0,0,,0,0,0.0,15,152,18,33,17,20,50,204,0,1,0,0,Thiago Moises,0,53,183,0.28,53,183,0,1,0.0,0,0,0.0,36,155,5,11,12,17,53,183,0,0,0,0
UFC Fight Night: Thompson vs. Till,Neil Magny,1,18,29,0.62,40,53,0,2,0.0,0,0,117.0,14,22,3,6,1,1,2,9,3,3,13,17,Craig White,0,6,17,0.35,13,28,0,2,0.0,0,0,109.0,1,10,2,2,3,5,5,12,1,5,0,0
UFC Fight Night: Zabit vs. Kattar,Alexander Volkov,0,86,152,0.56,86,152,0,0,,0,0,0.0,44,101,26,32,16,19,86,152,0,0,0,0,Greg Hardy,0,46,135,0.34,51,140,0,2,0.0,0,0,0.0,23,92,13,29,10,14,46,135,0,0,0,0
UFC Fight Night: Poirier vs. Hooker,Luis Pena,0,38,77,0.49,40,79,3,7,0.42,3,0,253.0,25,61,6,8,7,8,33,70,0,0,5,7,Khama Worthy,0,55,101,0.54,66,114,0,0,,1,2,46.0,20,61,18,22,17,18,51,96,1,2,3,3
UFC 162: Silva vs Weidman,Cub Swanson,1,43,101,0.42,47,105,1,1,1.0,0,0,63.0,32,81,6,9,5,11,29,79,0,0,14,22,Dennis Siver,0,26,144,0.18,54,174,1,4,0.25,0,1,194.0,10,111,6,10,10,23,24,140,0,0,2,4
UFC Fight Night: Rozenstruik vs. Sakai,Walt Harris,0,23,40,0.57,23,41,0,0,,0,0,6.0,17,33,6,7,0,0,19,35,4,5,0,0,Marcin Tybura,0,4,10,0.4,59,71,1,2,0.5,0,0,138.0,2,6,2,4,0,0,4,10,0,0,0,0
UFC on FOX: Diaz vs Miller,Dennis Bermudez,0,45,85,0.52,114,166,8,9,0.88,1,0,780.0,33,69,5,7,7,9,7,22,6,8,32,55,Pablo Garza,0,27,59,0.45,57,93,0,2,0.0,0,0,9.0,17,46,9,10,1,3,8,24,5,7,14,28
UFC Fight Night: Holloway vs Oliveira,Maryna Moroz,0,55,161,0.34,79,189,0,0,,0,0,0.0,34,134,19,24,2,3,51,152,4,9,0,0,Valerie Letourneau,1,69,145,0.47,106,194,1,1,1.0,0,0,398.0,51,122,14,19,4,4,62,132,4,6,3,7
UFC Fight Night: Figueiredo vs. Benavidez 2,Davi Ramos,0,33,103,0.32,49,122,0,5,0.0,0,0,18.0,20,82,10,18,3,3,29,92,4,7,0,4,Arman Tsarukyan,0,91,197,0.46,118,227,1,5,0.2,0,0,188.0,60,160,13,19,18,18,80,182,6,7,5,8
UFC Live: Hardy vs Lytle,Dan Hardy,0,61,238,0.25,63,240,1,2,0.5,0,0,7.0,53,228,5,7,3,3,57,227,4,11,0,0,Chris Lytle,0,127,271,0.46,134,278,0,0,,1,1,20.0,81,209,45,61,1,1,119,255,8,16,0,0
UFC 166: Velasquez vs Dos Santos 3,Tim Boetsch,0,41,76,0.53,65,108,0,1,0.0,3,0,119.0,27,59,4,6,10,11,33,65,6,9,2,2,CB Dollaway,0,57,118,0.48,84,145,3,8,0.37,0,0,237.0,33,92,17,19,7,7,41,92,13,21,3,5
UFC Fight Night: Hall vs. Silva,Adrian Yanez,1,17,34,0.5,18,35,0,0,,0,0,5.0,15,32,2,2,0,0,16,33,1,1,0,0,Victor Rodriguez,0,6,13,0.46,9,16,0,3,0.0,0,0,54.0,5,11,1,2,0,0,6,12,0,1,0,0
UFC 117: Silva vs Sonnen,Dustin Hazelett,0,7,17,0.41,7,17,0,2,0.0,2,0,0.0,3,11,4,6,0,0,4,13,3,4,0,0,Rick Story,1,75,110,0.68,132,169,3,3,1.0,0,0,308.0,45,76,30,34,0,0,17,30,26,37,32,43
UFC on FX: Alves vs Kampmann,Mackens Semerzier,0,9,12,0.75,9,12,0,0,,0,0,20.0,4,7,2,2,3,3,6,9,3,3,0,0,Daniel Pineda,1,14,21,0.66,15,22,0,0,,2,0,19.0,11,18,2,2,1,1,10,16,3,4,1,1
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,Mike Rio,0,30,67,0.44,67,111,4,11,0.36,1,0,352.0,15,50,5,5,10,12,19,52,10,13,1,2,John Cofer,0,31,59,0.52,57,87,0,0,,0,3,182.0,19,46,9,9,3,4,20,44,7,11,4,4
UFC on FOX: Henderson vs Thomson,Benson Henderson,0,46,91,0.5,114,166,4,4,1.0,1,0,300.0,16,49,21,28,9,14,32,73,13,17,1,1,Josh Thomson,0,19,58,0.32,33,75,4,11,0.36,0,0,472.0,5,33,8,17,6,8,14,42,5,11,0,5
UFC Fight Night: De Randamie vs. Ladd,Karl Roberson,0,50,80,0.62,79,113,0,0,,0,3,347.0,35,64,11,12,4,4,15,40,8,8,27,32,Wellington Turman,0,25,51,0.49,38,67,4,7,0.57,2,0,413.0,20,42,5,8,0,1,8,27,5,6,12,18
UFC Fight Night 5,Rashad Evans,0,17,37,0.45,48,68,7,12,0.58,0,0,655.0,12,32,5,5,0,0,3,12,1,1,13,24,Stephan Bonnar,0,12,36,0.33,52,78,0,0,,2,0,4.0,7,28,4,6,1,2,7,30,3,4,2,2
UFC 180: Werdum vs Hunt,Jake Ellenberger,0,10,24,0.41,12,27,1,1,1.0,0,0,3.0,7,20,3,4,0,0,8,21,2,3,0,0,Kelvin Gastelum,0,16,36,0.44,29,49,1,2,0.5,1,1,116.0,13,32,2,2,1,2,10,26,1,2,5,8
UFC Fight Night: Eye vs. Calvillo,Charles Rosa,0,69,173,0.39,69,173,0,1,0.0,0,0,0.0,33,119,15,26,21,28,69,173,0,0,0,0,Kevin Aguilar,0,53,135,0.39,53,135,0,2,0.0,0,0,4.0,34,109,17,22,2,4,50,130,3,5,0,0
UFC Fight Night: Condit vs Kampmann,Ricardo Almeida,0,41,67,0.61,79,107,9,15,0.6,1,0,501.0,32,56,9,10,0,1,25,43,5,8,11,16,Matt Horwich,0,25,39,0.64,52,66,0,2,0.0,3,0,124.0,3,14,13,14,9,11,11,19,14,20,0,0
UFC Fight Night: Maia vs. Usman,Enrique Barzola,0,51,94,0.54,89,149,10,15,0.66,1,0,433.0,33,72,5,9,13,13,27,59,5,9,19,26,Brandon Davis,0,29,87,0.33,39,102,0,1,0.0,0,0,53.0,18,72,2,4,9,11,28,85,1,1,0,1
UFC Fight Night: Bisping vs Kennedy,Patrick Cote,0,33,61,0.54,127,162,3,9,0.33,0,0,434.0,22,45,5,9,6,7,6,23,5,12,22,26,Kyle Noke,0,50,85,0.58,67,103,0,0,,0,0,26.0,20,42,12,23,18,20,33,62,8,13,9,10
UFC on FOX: Johnson vs. Reis,Zak Cummings,0,25,72,0.34,25,72,0,0,,2,0,11.0,20,66,2,3,3,3,21,68,2,2,2,2,Nathan Coy,0,23,41,0.56,23,41,1,1,1.0,0,0,5.0,13,29,7,8,3,4,22,40,1,1,0,0
UFC 220: Miocic vs. Ngannou,Sabah Homasi,0,8,25,0.32,9,26,1,2,0.5,0,0,64.0,3,19,5,6,0,0,4,20,4,5,0,0,Abdul Razak Alhassan,1,13,33,0.39,20,42,0,0,,0,0,2.0,11,29,0,1,2,3,11,28,2,5,0,0
UFC 52: Couture vs Liddell 2,Matt Hughes,0,13,19,0.68,19,25,1,2,0.5,1,1,92.0,10,16,2,2,1,1,1,4,2,2,10,13,Frank Trigg,1,13,21,0.61,25,33,0,0,,1,0,109.0,9,17,4,4,0,0,0,3,6,7,7,11
UFC on FOX: Johnson vs Moraga,Yves Edwards,0,48,126,0.38,48,128,0,0,,0,0,0.0,10,79,13,19,25,28,48,125,0,1,0,0,Daron Cruickshank,0,44,142,0.3,44,142,0,1,0.0,0,0,0.0,15,95,25,43,4,4,44,142,0,0,0,0
UFC Fight Night: Makhachev vs. Moises,Islam Makhachev,0,61,92,0.66,148,194,3,6,0.5,1,1,491.0,28,56,31,34,2,2,22,41,27,31,12,20,Thiago Moises,0,13,44,0.29,18,51,1,2,0.5,1,0,204.0,6,30,5,11,2,3,9,39,3,3,1,2
UFC Fight Night: Poirier vs. Pettis,Junior Albini,0,48,106,0.45,74,133,0,1,0.0,0,0,217.0,35,88,6,10,7,8,37,92,11,14,0,0,Andrei Arlovski,0,92,203,0.45,106,217,0,1,0.0,0,0,2.0,52,157,27,33,13,13,81,190,11,13,0,0
UFC 112: Invincible,DaMarques Johnson,1,34,108,0.31,42,117,0,0,,1,1,39.0,31,103,3,5,0,0,29,101,2,4,3,3,Brad Blackburn,0,59,132,0.44,83,165,4,5,0.8,2,0,191.0,32,88,12,22,15,22,55,124,1,4,3,4
UFC 134: Silva vs Okami,Raphael Assuncao,0,53,101,0.52,93,143,3,8,0.37,0,0,295.0,32,77,7,9,14,15,31,78,11,11,11,12,Johnny Eduardo,0,28,85,0.32,30,88,0,0,,1,0,4.0,15,61,7,11,6,13,26,83,2,2,0,0
UFC 154: St-Pierre vs Condit,Antonio Carvalho,0,48,150,0.32,48,150,0,0,,0,0,0.0,9,96,0,2,39,52,48,150,0,0,0,0,Rodrigo Damm,0,50,158,0.31,50,158,0,0,,0,0,10.0,30,119,8,12,12,27,50,158,0,0,0,0
UFC 167: St-Pierre vs Hendricks,Cody Donovan,0,51,90,0.56,55,94,0,1,0.0,0,0,16.0,36,74,13,14,2,2,46,84,5,6,0,0,Gian Villante,1,43,82,0.52,57,97,1,1,1.0,0,0,53.0,33,69,5,7,5,6,38,77,1,1,4,4
UFC Fight Night: Stout vs Fisher,Gleison Tibau,0,3,5,0.6,4,6,0,0,,1,1,56.0,3,5,0,0,0,0,3,5,0,0,0,0,Jeff Cox,0,0,4,0.0,1,5,1,1,1.0,0,0,12.0,0,4,0,0,0,0,0,4,0,0,0,0
UFC Fight Night: Machida vs Romero,Santiago Ponzinibbio,0,33,101,0.32,36,104,0,3,0.0,0,0,55.0,19,82,8,13,6,6,31,97,2,4,0,0,Lorenz Larkin,1,64,115,0.55,71,122,0,0,,0,0,31.0,41,88,11,15,12,12,48,95,5,6,11,14
UFC Fight Night: Dos Anjos vs. Lee,Vicente Luque,1,18,25,0.72,18,25,0,0,,0,0,36.0,14,20,1,2,3,3,10,17,1,1,7,7,Derrick Krantz,0,6,18,0.33,9,23,1,2,0.5,0,0,96.0,5,16,1,2,0,0,5,17,0,0,1,1
UFC Fight Night: Smith vs. Spann,Joaquin Buckley,1,41,102,0.4,45,107,1,6,0.16,0,0,78.0,12,59,12,22,17,21,34,95,2,2,5,5,Antonio Arroyo,0,21,46,0.45,30,57,0,0,,0,0,24.0,4,22,10,17,7,7,21,45,0,1,0,0
UFC Fight Night: Anderson vs. Blachowicz,Mark De La Rosa,0,45,124,0.36,45,124,0,2,0.0,0,0,0.0,21,91,15,24,9,9,44,122,1,2,0,0,Raulian Paiva,1,54,126,0.42,67,139,0,0,,0,0,108.0,33,98,10,13,11,15,45,116,8,9,1,1
UFC Fight Night: Condit vs Kampmann 2,James Head,0,0,1,0.0,0,1,0,0,,0,0,3.0,0,1,0,0,0,0,0,1,0,0,0,0,Jason High,0,1,6,0.16,8,13,1,1,1.0,2,0,61.0,1,5,0,1,0,0,0,3,0,0,1,3
UFC 89: Bisping vs Leben,Marcus Davis,0,25,63,0.39,36,74,1,1,1.0,1,0,46.0,12,46,3,5,10,12,24,62,0,0,1,1,Paul Kelly,0,3,56,0.05,3,56,1,1,1.0,1,0,23.0,2,55,1,1,0,0,3,55,0,1,0,0
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,Josh Samman,1,36,62,0.58,55,83,0,0,,0,0,137.0,13,33,21,27,2,2,1,3,30,47,5,12,Kevin Casey,0,14,22,0.63,64,76,0,1,0.0,2,0,193.0,9,15,5,7,0,0,0,3,3,3,11,16
The Ultimate Fighter: United States vs. United Kingdom Finale,Chris Lytle,0,101,247,0.4,108,254,0,3,0.0,0,0,14.0,65,199,36,48,0,0,93,235,8,12,0,0,Kevin Burns,1,69,195,0.35,75,202,1,1,1.0,0,0,21.0,36,155,18,22,15,18,59,177,9,15,1,3
UFC Fight Night 4,Josh Neer,1,46,126,0.36,68,150,0,0,,0,0,476.0,46,126,0,0,0,0,12,57,1,3,33,66,Joe Stevenson,0,31,56,0.55,80,117,2,2,1.0,3,0,164.0,17,37,5,10,9,9,19,34,4,6,8,16
UFC on FUEL TV: Gustafsson vs Silva,Francis Carmont,0,28,30,0.93,53,57,2,2,1.0,1,1,218.0,27,29,1,1,0,0,2,3,0,0,26,27,Magnus Cedenblad,0,11,14,0.78,39,42,0,0,,1,1,133.0,10,11,0,1,1,2,4,7,0,0,7,7
UFC 69: Shootout,Kendall Grove,0,41,74,0.55,95,128,1,1,1.0,2,0,284.0,25,52,10,16,6,6,13,32,20,29,8,13,Alan Belcher,0,8,13,0.61,10,15,1,7,0.14,0,0,132.0,0,5,5,5,3,3,7,11,0,1,1,1
UFC 17: Redemption,Carlos Newton,0,1,1,1.0,1,1,1,1,1.0,3,0,,1,1,0,0,0,0,0,0,0,0,1,1,Bob Gilstrap,0,0,1,0.0,0,1,0,0,,0,0,,0,1,0,0,0,0,0,0,0,0,0,1
UFC 107: Penn vs Sanchez,Rousimar Palhares,0,6,14,0.42,21,32,1,2,0.5,3,3,245.0,5,13,1,1,0,0,2,5,0,0,4,9,Lucio Linhares,0,8,27,0.29,31,51,2,2,1.0,2,0,111.0,8,25,0,0,0,2,0,8,0,0,8,19
UFC 68: The Uprising,Martin Kampmann,0,15,32,0.46,30,48,1,1,1.0,1,0,122.0,9,23,6,9,0,0,9,21,2,6,4,5,Drew McFedries,1,16,33,0.48,17,34,0,0,,0,0,11.0,16,32,0,1,0,0,11,24,1,4,4,5
UFC 180: Werdum vs Hunt,Alejandro Perez,0,38,130,0.29,43,135,1,2,0.5,1,0,26.0,19,92,3,5,16,33,38,126,0,4,0,0,Jose Quinonez,0,38,111,0.34,48,125,3,4,0.75,2,1,208.0,28,97,9,11,1,3,28,98,1,1,9,12
UFC Fight Night: Rockhold vs Bisping,Luke Zachrich,0,23,46,0.5,24,47,0,2,0.0,0,0,0.0,20,41,0,2,3,3,20,43,3,3,0,0,Daniel Kelly,0,25,48,0.52,33,59,1,2,0.5,1,0,51.0,19,42,1,1,5,5,19,40,5,7,1,1
UFC 208: Holm vs. De Randamie,Glover Teixeira,0,24,53,0.45,113,179,3,3,1.0,1,0,638.0,19,47,4,5,1,1,14,36,1,1,9,16,Jared Cannonier,0,21,46,0.45,40,66,0,0,,0,0,10.0,19,44,1,1,1,1,18,41,2,4,1,1
UFC 119: Mir vs Cro Cop,Rogerio Nogueira,0,28,127,0.22,39,138,0,0,,0,0,6.0,21,113,4,11,3,3,25,122,3,5,0,0,Ryan Bader,0,42,127,0.33,66,161,5,16,0.31,0,0,223.0,30,114,8,9,4,4,24,91,7,16,11,20
UFC Fight Night: Diaz vs Guillard,Nate Quarry,2,53,131,0.4,124,225,0,0,,0,0,481.0,37,105,6,15,10,11,37,70,1,4,15,57,Tim Credeur,1,40,162,0.24,56,189,0,0,,1,0,40.0,31,152,7,8,2,2,38,156,0,3,2,3
UFC Fight Night: Manuwa vs. Anderson,Darren Stewart,0,31,73,0.42,55,102,1,5,0.2,0,0,238.0,13,47,7,9,11,17,16,50,14,20,1,3,Francimar Barroso,0,28,62,0.45,46,82,7,12,0.58,0,0,159.0,14,45,8,10,6,7,17,41,10,18,1,3
UFC 14: Showdown,Mark Kerr,0,14,20,0.7,18,24,1,1,1.0,0,0,,14,20,0,0,0,0,0,0,0,0,14,20,Moti Horenstein,0,1,2,0.5,10,13,0,0,,0,0,,0,0,1,1,0,1,0,1,0,0,1,1
UFC 229: Khabib vs. McGregor,Ryan LaFlare,0,35,68,0.51,38,72,0,1,0.0,0,0,21.0,8,33,20,27,7,8,31,64,3,3,1,1,Anthony Rocco Martin,2,36,77,0.46,38,79,0,0,,1,0,215.0,33,74,1,1,2,2,18,52,2,2,16,23
UFC 164: Henderson vs Pettis 2,Frank Mir,0,9,16,0.56,20,29,0,0,,0,0,0.0,6,13,3,3,0,0,0,1,9,15,0,0,Josh Barnett,1,26,38,0.68,33,46,0,0,,0,0,71.0,13,24,13,14,0,0,1,4,25,33,0,1
UFC 145: Jones vs Evans,Rory MacDonald,0,47,69,0.68,75,99,2,2,1.0,0,0,351.0,45,66,2,2,0,1,3,9,0,0,44,60,Che Mills,0,6,22,0.27,21,38,0,0,,0,0,16.0,2,17,0,0,4,5,4,19,2,3,0,0
UFC 156: Aldo vs Edgar,Yves Edwards,0,58,115,0.5,64,125,1,3,0.33,0,0,171.0,32,82,14,20,12,13,46,98,12,17,0,0,Isaac Vallie-Flagg,0,76,222,0.34,129,284,0,0,,0,0,134.0,47,180,18,27,11,15,52,179,24,43,0,0
UFC 265: Lewis vs. Gane,Jose Aldo,0,114,223,0.51,114,223,0,0,,0,0,0.0,74,168,32,47,8,8,114,223,0,0,0,0,Pedro Munhoz,0,75,179,0.41,75,179,0,0,,0,0,10.0,35,131,3,6,37,42,71,175,4,4,0,0
UFC 97: Redemption,Mark Bocek,0,20,43,0.46,45,68,1,2,0.5,1,0,240.0,17,40,2,2,1,1,0,1,4,4,16,38,David Bielkheden,0,4,5,0.8,5,6,0,0,,0,0,22.0,0,1,1,1,3,3,1,2,3,3,0,0
UFC 173: Barao vs Dillashaw,Anthony Njokuani,0,24,77,0.31,30,84,0,0,,0,0,6.0,16,63,8,13,0,1,20,71,3,5,1,1,Vinc Pichel,0,57,113,0.5,98,159,8,11,0.72,0,0,512.0,22,68,13,18,22,27,13,57,25,31,19,25
UFC Fight Night: Condit vs Kampmann 2,Zak Cummings,0,5,11,0.45,12,19,2,3,0.66,1,0,180.0,3,9,0,0,2,2,2,5,2,5,1,1,Ben Alloway,0,6,9,0.66,10,13,0,0,,0,0,0.0,1,2,4,6,1,1,3,5,3,4,0,0
UFC Fight Night: Ortega vs. The Korean Zombie,Brian Ortega,2,127,212,0.59,129,214,3,10,0.3,0,0,57.0,64,135,22,28,41,49,118,199,5,7,4,6,Chan Sung Jung,0,62,163,0.38,64,166,0,0,,0,0,0.0,35,127,14,21,13,15,62,162,0,1,0,0
UFC Fight Night: Benavidez vs. Figueiredo,Joseph Benavidez,0,46,94,0.48,46,94,0,2,0.0,0,0,10.0,28,63,8,13,10,18,36,78,10,16,0,0,Deiveson Figueiredo,1,25,49,0.51,25,49,1,1,1.0,1,0,27.0,18,39,7,10,0,0,20,44,2,2,3,3
UFC Fight Night: Blaydes vs. Dos Santos,Jamahal Hill,0,101,233,0.43,102,236,0,0,,0,0,2.0,49,167,40,53,12,13,101,232,0,1,0,0,Darko Stosic,0,31,72,0.43,32,81,6,9,0.66,0,0,139.0,20,56,3,7,8,9,25,59,0,1,6,12
UFC 163: Aldo vs Jung,Sergio Moraes,0,13,20,0.65,13,20,1,1,1.0,1,0,66.0,12,19,0,0,1,1,4,9,0,0,9,11,Neil Magny,0,7,29,0.24,9,31,0,0,,0,0,21.0,6,27,0,1,1,1,7,29,0,0,0,0
UFC 153: Silva vs Bonnar,Jon Fitch,0,82,131,0.62,176,234,6,9,0.66,2,1,528.0,69,112,10,14,3,5,5,12,16,28,61,91,Erick Silva,0,19,33,0.57,24,38,2,3,0.66,2,0,177.0,12,23,4,7,3,3,4,10,7,14,8,9
UFC 131: Dos Santos vs Carwin,Shane Carwin,0,20,86,0.23,22,88,1,3,0.33,0,0,56.0,17,83,0,0,3,3,20,86,0,0,0,0,Junior Dos Santos,1,88,188,0.46,104,212,2,2,1.0,0,0,44.0,73,165,10,18,5,5,67,157,2,2,19,29
UFC Fight Night: Gustafsson vs. Teixeira,Volkan Oezdemir,1,5,7,0.71,5,7,0,0,,0,0,2.0,5,7,0,0,0,0,3,5,0,0,2,2,Misha Cirkunov,0,9,19,0.47,9,19,0,0,,0,0,0.0,7,16,2,3,0,0,9,19,0,0,0,0
UFC Fight Night: Bader vs Saint Preux,Thiago Tavares,0,18,31,0.58,45,63,2,3,0.66,1,0,232.0,18,31,0,0,0,0,0,2,0,0,18,29,Robert Peralta,0,0,2,0.0,3,5,0,0,,0,0,0.0,0,2,0,0,0,0,0,2,0,0,0,0
UFC 173: Barao vs Dillashaw,Robbie Lawler,1,68,155,0.43,72,159,0,1,0.0,0,1,70.0,57,141,11,14,0,0,47,122,9,14,12,19,Jake Ellenberger,0,29,89,0.32,30,90,2,3,0.66,0,0,46.0,22,81,5,6,2,2,19,77,8,9,2,3
UFC Fight Night: Belfort vs Henderson 3,Fabio Maldonado,0,26,54,0.48,49,78,0,0,,0,0,0.0,16,37,10,17,0,0,13,36,13,18,0,0,Corey Anderson,0,60,134,0.44,97,185,6,15,0.4,0,0,512.0,40,107,15,22,5,5,33,91,17,29,10,14
UFC Fight Night 5,Jon Fitch,1,51,72,0.7,104,129,3,4,0.75,2,0,526.0,43,63,6,6,2,3,1,3,7,7,43,62,Thiago Alves,0,1,1,1.0,2,2,1,1,1.0,3,0,27.0,0,0,0,0,1,1,1,1,0,0,0,0
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,Li Jingliang,0,6,15,0.4,11,20,1,1,1.0,0,1,20.0,5,13,0,1,1,1,1,10,0,0,5,5,Anton Zafir,0,5,9,0.55,15,19,2,2,1.0,0,0,81.0,1,5,1,1,3,3,4,8,1,1,0,0
