W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
win,Kenny Florian  Alex Karalexis,0  0,38  18,1  0,0  0,Welterweight,KO/TKO,2.0,2:52,"UFC Fight Night 1  August 06, 2005"
win,Drew Fickett  Josh Neer,0  0,1  0,2  0,1  0,Welterweight,SUB  Rear Naked Choke,1.0,1:35,"UFC Fight Night 1  August 06, 2005"
win,Andrei Arlovski  Justin Eilers,0  0,33  5,0  0,0  0,Heavyweight,KO/TKO  Punches,1.0,4:10,"UFC 53: Heavy Hitters  June 04, 2005"
win,Karo Parisyan  Matt Serra,0  1,56  26,8  1,2  0,Welterweight,U-DEC,3.0,5:00,"UFC 53: Heavy Hitters  June 04, 2005"
win,Rich Franklin  Evan Tanner,0  1,97  25,0  1,1  1,Middleweight,KO/TKO,4.0,3:25,"UFC 53: Heavy Hitters  June 04, 2005"
win,Forrest Griffin  Bill Mahood,0  0,3  1,1  0,1  0,Light Heavyweight,SUB  Rear Naked Choke,1.0,2:18,"UFC 53: Heavy Hitters  June 04, 2005"
win,Paul Buentello  Kevin Jordan,1  0,20  18,0  0,1  0,Heavyweight,SUB  Neck Crank,1.0,4:00,"UFC 53: Heavy Hitters  June 04, 2005"
win,Nate Quarry  Shonie Carter,2  0,19  6,0  0,0  0,Middleweight,KO/TKO  Punches,1.0,2:37,"UFC 53: Heavy Hitters  June 04, 2005"
win,David Loiseau  Charles McCarthy,1  0,20  0,0  1,0  1,Middleweight,KO/TKO  Spinning Back Kick,2.0,2:10,"UFC 53: Heavy Hitters  June 04, 2005"
win,Nick Diaz  Koji Oishi,1  0,25  2,0  0,0  0,Welterweight,KO/TKO  Punch,1.0,1:24,"UFC 53: Heavy Hitters  June 04, 2005"
win,Chuck Liddell  Randy Couture,1  0,13  9,0  0,0  0,Light Heavyweight,KO/TKO  Punch,1.0,2:06,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Renato Sobral  Travis Wiuff,0  0,15  3,2  2,2  0,Light Heavyweight,SUB  Armbar,2.0,0:24,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Matt Hughes  Frank Trigg,0  1,13  13,1  0,1  1,Welterweight,SUB  Rear Naked Choke,1.0,4:05,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Matt Lindland  Travis Lutter,0  0,11  0,2  1,1  0,Middleweight,SUB  Guillotine Choke,2.0,3:13,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Georges St-Pierre  Jason Miller,0  0,64  16,5  1,4  0,Welterweight,U-DEC,3.0,5:00,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Ivan Salaverry  Joe Riggs,0  0,2  6,0  1,1  0,Middleweight,SUB  Triangle Choke,1.0,2:42,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Joe Doerksen  Patrick Cote,0  2,9  37,4  0,4  0,Middleweight,SUB  Rear Naked Choke,3.0,2:35,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Mike van Arsdale  John Marsh,0  1,34  18,1  1,0  1,Heavyweight,U-DEC,3.0,5:00,"UFC 52: Couture vs Liddell 2  April 16, 2005"
win,Rich Franklin  Ken Shamrock,0  0,23  0,0  1,0  2,Light Heavyweight,KO/TKO  Punches,1.0,2:42,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Forrest Griffin  Stephan Bonnar,0  0,88  57,2  0,1  0,Light Heavyweight,U-DEC,3.0,5:00,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Diego Sanchez  Kenny Florian,0  0,14  2,1  0,0  0,Middleweight,KO/TKO  Punches,1.0,2:49,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Sam Hoger  Bobby Southworth,1  0,22  21,0  1,0  0,Light Heavyweight,U-DEC,3.0,5:00,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Chris Leben  Jason Thacker,0  0,27  1,1  0,0  0,Middleweight,KO/TKO  Punches,1.0,1:35,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Josh Koscheck  Chris Sanford,0  0,14  1,2  0,0  1,Middleweight,KO/TKO  Punches,1.0,4:21,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Nate Quarry  Lodune Sincaid,0  0,36  10,0  0,0  0,Middleweight,KO/TKO  Punches,1.0,3:17,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Mike Swick  Alex Schoenauer,1  0,7  1,0  0,0  0,Middleweight,KO/TKO  Punch,1.0,0:20,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Alex Karalexis  Josh Rafferty,0  0,6  1,0  0,0  1,Welterweight,KO/TKO  Punches,1.0,1:40,"The Ultimate Fighter: Team Couture vs. Team Liddell Finale  April 09, 2005"
win,Tito Ortiz  Vitor Belfort,0  0,27  19,4  0,0  1,Light Heavyweight,S-DEC,3.0,5:00,"UFC 51: Super Saturday  February 05, 2005"
win,Pete Sell  Phil Baroni,0  0,16  17,1  4,1  0,Middleweight,SUB  Guillotine Choke,3.0,4:19,"UFC 51: Super Saturday  February 05, 2005"
win,Andrei Arlovski  Tim Sylvia,1  0,5  2,0  0,2  0,Heavyweight,SUB  Ankle Lock,1.0,0:47,"UFC 51: Super Saturday  February 05, 2005"
win,Evan Tanner  David Terrell,0  0,19  4,0  2,0  1,Middleweight,KO/TKO  Punches,1.0,4:35,"UFC 51: Super Saturday  February 05, 2005"
win,Paul Buentello  Justin Eilers,1  0,22  7,0  0,0  0,Heavyweight,KO/TKO  Punches,1.0,3:34,"UFC 51: Super Saturday  February 05, 2005"
win,Mike Kyle  James Irvin,1  0,10  3,1  0,0  0,Heavyweight,KO/TKO  Punch,1.0,1:55,"UFC 51: Super Saturday  February 05, 2005"
win,David Loiseau  Gideon Ray,2  0,17  11,0  1,1  0,Middleweight,KO/TKO,1.0,5:00,"UFC 51: Super Saturday  February 05, 2005"
win,Karo Parisyan  Chris Lytle,0  0,29  7,7  0,2  2,Welterweight,U-DEC,3.0,5:00,"UFC 51: Super Saturday  February 05, 2005"
win,Nick Diaz  Drew Fickett,0  0,13  3,0  0,1  2,Welterweight,KO/TKO  Punches,1.0,4:40,"UFC 51: Super Saturday  February 05, 2005"
win,Tito Ortiz  Patrick Cote,0  0,45  11,2  0,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC 50: The War Of '04  October 22, 2004"
win,Rich Franklin  Jorge Rivera,1  0,41  22,3  0,1  0,Middleweight,SUB  Armbar,3.0,4:28,"UFC 50: The War Of '04  October 22, 2004"
win,Matt Hughes  Georges St-Pierre,0  0,4  6,2  1,2  0,Welterweight,SUB  Armbar,1.0,4:59,"UFC 50: The War Of '04  October 22, 2004"
win,Frank Trigg  Renato Verissimo,0  0,33  4,1  0,0  2,Welterweight,KO/TKO  Elbows,2.0,2:11,"UFC 50: The War Of '04  October 22, 2004"
win,Evan Tanner  Robbie Lawler,0  0,6  3,0  1,1  0,Middleweight,SUB  Triangle Choke,1.0,2:22,"UFC 50: The War Of '04  October 22, 2004"
win,Ivan Salaverry  Tony Fryklund,1  0,9  4,0  0,1  0,Middleweight,SUB  Other - Lock,1.0,1:36,"UFC 50: The War Of '04  October 22, 2004"
win,Travis Lutter  Marvin Eastman,1  0,1  10,0  0,0  0,Light Heavyweight,KO/TKO  Punch,2.0,0:33,"UFC 50: The War Of '04  October 22, 2004"
win,Randy Couture  Vitor Belfort,0  0,50  3,2  0,0  2,Light Heavyweight,KO/TKO,3.0,5:00,"UFC 49: Unfinished Business  August 21, 2004"
win,Joe Riggs  Joe Doerksen,0  0,29  6,2  2,0  0,Middleweight,KO/TKO  Elbows,2.0,3:39,"UFC 49: Unfinished Business  August 21, 2004"
win,Chuck Liddell  Vernon White,2  0,31  13,1  0,0  0,Light Heavyweight,KO/TKO  Punch,1.0,4:05,"UFC 49: Unfinished Business  August 21, 2004"
win,David Terrell  Matt Lindland,1  0,5  0,0  0,0  0,Middleweight,KO/TKO  Punch,1.0,0:24,"UFC 49: Unfinished Business  August 21, 2004"
win,Justin Eilers  Mike Kyle,1  0,4  7,0  0,0  0,Heavyweight,KO/TKO  Punch,1.0,1:14,"UFC 49: Unfinished Business  August 21, 2004"
win,Chris Lytle  Ronald Jhun,1  0,12  8,0  1,2  0,Welterweight,SUB  Guillotine Choke,2.0,1:17,"UFC 49: Unfinished Business  August 21, 2004"
win,Karo Parisyan  Nick Diaz,0  0,27  37,9  1,0  2,Welterweight,S-DEC,3.0,5:00,"UFC 49: Unfinished Business  August 21, 2004"
win,Yves Edwards  Josh Thomson,1  0,16  13,0  2,0  0,Lightweight,KO/TKO  Kick,1.0,4:32,"UFC 49: Unfinished Business  August 21, 2004"
win,Ken Shamrock  Kimo Leopoldo,1  0,12  4,0  0,0  0,Heavyweight,KO/TKO  Knee,1.0,1:26,"UFC 48: Payback  June 19, 2004"
win,Frank Trigg  Dennis Hallman,0  0,20  1,0  0,0  2,Welterweight,KO/TKO  Punches,1.0,4:15,"UFC 48: Payback  June 19, 2004"
win,Frank Mir  Tim Sylvia,0  0,3  2,0  1,1  0,Heavyweight,SUB  Armbar,1.0,0:50,"UFC 48: Payback  June 19, 2004"
win,Matt Hughes  Renato Verissimo,0  0,11  7,3  0,1  4,Welterweight,U-DEC,3.0,5:00,"UFC 48: Payback  June 19, 2004"
win,Evan Tanner  Phil Baroni,0  0,73  23,5  0,0  0,Middleweight,U-DEC,3.0,5:00,"UFC 48: Payback  June 19, 2004"
win,Matt Serra  Ivan Menjivar,0  0,14  8,6  0,0  2,Lightweight,U-DEC,3.0,5:00,"UFC 48: Payback  June 19, 2004"
win,Georges St-Pierre  Jay Hieron,2  0,24  5,0  0,0  0,Welterweight,KO/TKO  Punches,1.0,1:42,"UFC 48: Payback  June 19, 2004"
win,Trevor Prangley  Curtis Stout,0  0,12  5,2  0,2  0,Middleweight,SUB  Scarf Hold,2.0,1:05,"UFC 48: Payback  June 19, 2004"
win,Chuck Liddell  Tito Ortiz,1  0,23  13,0  0,0  0,Light Heavyweight,KO/TKO  Punches,2.0,0:38,"UFC 47: It's On!  April 02, 2004"
win,Chris Lytle  Tiki Ghosn,0  0,34  27,2  0,1  0,Welterweight,SUB  Bulldog Choke,2.0,1:55,"UFC 47: It's On!  April 02, 2004"
win,Yves Edwards  Hermes Franca,0  0,21  8,0  4,1  2,Lightweight,S-DEC,3.0,5:00,"UFC 47: It's On!  April 02, 2004"
win,Andrei Arlovski  Wesley Correira,1  0,51  4,0  0,0  0,Heavyweight,KO/TKO  Punches,2.0,1:15,"UFC 47: It's On!  April 02, 2004"
win,Nick Diaz  Robbie Lawler,1  0,22  16,0  0,0  0,Welterweight,KO/TKO  Punch,2.0,1:31,"UFC 47: It's On!  April 02, 2004"
win,Mike Kyle  Wes Sims,1  0,13  0,0  0,1  3,Heavyweight,KO/TKO  Punch,1.0,4:59,"UFC 47: It's On!  April 02, 2004"
win,Jonathan Wiezorek  Wade Shipp,0  0,10  20,1  0,0  0,Heavyweight,KO/TKO  Punches,1.0,4:40,"UFC 47: It's On!  April 02, 2004"
win,Genki Sudo  Mike Brown,0  0,6  13,1  1,4  0,Lightweight,SUB  Triangle Choke,1.0,3:31,"UFC 47: It's On!  April 02, 2004"
win,Vitor Belfort  Randy Couture,0  0,1  1,0  0,0  0,Light Heavyweight,KO/TKO,1.0,0:49,"UFC 46: Supernatural  January 31, 2004"
win,Renato Verissimo  Carlos Newton,0  0,22  4,3  2,1  0,Welterweight,U-DEC,3.0,5:00,"UFC 46: Supernatural  January 31, 2004"
win,BJ Penn  Matt Hughes,0  0,17  4,0  0,1  0,Welterweight,SUB  Rear Naked Choke,1.0,4:39,"UFC 46: Supernatural  January 31, 2004"
win,Frank Mir  Wes Sims,1  0,28  18,4  0,2  0,Heavyweight,KO/TKO  Punch,2.0,4:21,"UFC 46: Supernatural  January 31, 2004"
win,Lee Murray  Jorge Rivera,0  0,0  2,0  1,2  0,Middleweight,SUB  Triangle Choke,1.0,1:45,"UFC 46: Supernatural  January 31, 2004"
win,Georges St-Pierre  Karo Parisyan,0  0,46  1,6  0,0  4,Welterweight,U-DEC,3.0,5:00,"UFC 46: Supernatural  January 31, 2004"
win,Josh Thomson  Hermes Franca,0  1,40  22,2  2,0  1,Lightweight,M-DEC,3.0,5:00,"UFC 46: Supernatural  January 31, 2004"
win,Matt Serra  Jeff Curran,0  0,45  9,6  0,0  1,Lightweight,U-DEC,3.0,5:00,"UFC 46: Supernatural  January 31, 2004"
win,Matt Hughes  Frank Trigg,0  0,0  0,1  1,2  1,Welterweight,SUB  Rear Naked Choke,1.0,3:54,"UFC 45: Revolution  November 21, 2003"
win,Matt Lindland  Falaniko Vitale,0  0,35  3,1  0,1  0,Middleweight,KO/TKO  Punches,3.0,4:23,"UFC 45: Revolution  November 21, 2003"
win,Wesley Correira  David Abbott,1  0,13  11,0  0,0  0,Heavyweight,KO/TKO,1.0,2:14,"UFC 45: Revolution  November 21, 2003"
win,Evan Tanner  Phil Baroni,0  2,28  17,1  0,0  0,Middleweight,KO/TKO  Elbows,1.0,4:42,"UFC 45: Revolution  November 21, 2003"
win,Robbie Lawler  Chris Lytle,1  0,30  37,3  1,0  1,Welterweight,U-DEC,3.0,5:00,"UFC 45: Revolution  November 21, 2003"
win,Pedro Rizzo  Ricco Rodriguez,0  0,30  15,0  0,0  0,Heavyweight,U-DEC,3.0,5:00,"UFC 45: Revolution  November 21, 2003"
win,Keith Rockel  Chris Liguori,0  0,5  1,1  0,1  0,Middleweight,SUB  Guillotine Choke,1.0,3:29,"UFC 45: Revolution  November 21, 2003"
win,Yves Edwards  Nick Agallar,1  0,33  5,0  0,0  0,Lightweight,KO/TKO  Punch,2.0,2:14,"UFC 45: Revolution  November 21, 2003"
win,Randy Couture  Tito Ortiz,0  0,88  16,8  2,0  0,Light Heavyweight,U-DEC,5.0,5:00,"UFC 44: Undisputed  September 26, 2003"
win,Andrei Arlovski  Vladimir Matyushenko,2  0,9  5,0  0,0  0,Heavyweight,KO/TKO  Punches,1.0,1:59,"UFC 44: Undisputed  September 26, 2003"
win,Tim Sylvia  Gan McGee,1  0,10  7,0  0,0  0,Heavyweight,KO/TKO  Punch,1.0,1:54,"UFC 44: Undisputed  September 26, 2003"
win,Jorge Rivera  David Loiseau,1  0,80  35,0  0,0  0,Middleweight,U-DEC,3.0,5:00,"UFC 44: Undisputed  September 26, 2003"
win,Rich Franklin  Edwin DeWees,1  0,37  4,0  1,0  1,Light Heavyweight,KO/TKO  Knees,1.0,3:35,"UFC 44: Undisputed  September 26, 2003"
win,Karo Parisyan  Dave Strasser,0  0,13  2,3  0,1  0,Welterweight,SUB  Kimura,1.0,3:52,"UFC 44: Undisputed  September 26, 2003"
win,Josh Thomson  Gerald Strebendt,1  0,11  0,1  0,0  3,Lightweight,KO/TKO  Punches,1.0,2:45,"UFC 44: Undisputed  September 26, 2003"
win,Nick Diaz  Jeremy Jackson,0  0,17  9,6  0,2  0,Welterweight,SUB  Armbar,3.0,2:04,"UFC 44: Undisputed  September 26, 2003"
win,Hermes Franca  Caol Uno,1  0,13  32,2  1,1  0,Lightweight,KO/TKO  Punch,2.0,2:46,"UFC 44: Undisputed  September 26, 2003"
win,Randy Couture  Chuck Liddell,0  0,46  22,4  0,1  0,Light Heavyweight,KO/TKO  Punches,3.0,2:39,"UFC 43: Meltdown  June 06, 2003"
win,Kimo Leopoldo  David Abbott,0  0,1  0,1  0,1  0,Heavyweight,SUB  Arm Triangle,1.0,1:59,"UFC 43: Meltdown  June 06, 2003"
win,Vitor Belfort  Marvin Eastman,1  0,9  1,0  0,0  0,Light Heavyweight,KO/TKO  Knees,1.0,1:07,"UFC 43: Meltdown  June 06, 2003"
draw  draw,Vernon White  Ian Freeman,0  0,45  18,1  2,0  1,Heavyweight,S-DEC,3.0,5:00,"UFC 43: Meltdown  June 06, 2003"
win,Frank Mir  Wes Sims,0  0,4  1,1  0,4  0,Heavyweight,DQ,1.0,2:55,"UFC 43: Meltdown  June 06, 2003"
win,Yves Edwards  Eddie Ruiz,1  0,21  3,0  2,3  0,Lightweight,U-DEC,3.0,5:00,"UFC 43: Meltdown  June 06, 2003"
win,Falaniko Vitale  Matt Lindland,0  0,2  2,0  0,0  0,Middleweight,KO/TKO  Slam,1.0,1:56,"UFC 43: Meltdown  June 06, 2003"
win,Pedro Rizzo  Tra Telligman,0  1,40  34,1  0,0  0,Heavyweight,KO/TKO,2.0,4:24,"UFC 43: Meltdown  June 06, 2003"
win,Matt Hughes  Sean Sherk,0  0,44  19,5  3,1  1,Welterweight,U-DEC,5.0,5:00,"UFC 42: Sudden Impact  April 25, 2003"
win,Pete Spratt  Robbie Lawler,0  0,19  15,1  2,0  0,Welterweight,SUB  Injury,2.0,2:28,"UFC 42: Sudden Impact  April 25, 2003"
win,Dave Strasser  Romie Aram,0  1,60  24,1  2,0  0,Welterweight,U-DEC,3.0,5:00,"UFC 42: Sudden Impact  April 25, 2003"
win,Wesley Correira  Sean Alvarez,0  0,22  6,0  0,0  0,Heavyweight,KO/TKO  Punches,2.0,1:46,"UFC 42: Sudden Impact  April 25, 2003"
win,Rich Franklin  Evan Tanner,1  0,16  6,0  0,0  0,Light Heavyweight,KO/TKO  Punches,1.0,2:40,"UFC 42: Sudden Impact  April 25, 2003"
win,Duane Ludwig  Genki Sudo,0  0,38  24,0  3,0  0,Lightweight,U-DEC,3.0,5:00,"UFC 42: Sudden Impact  April 25, 2003"
win,Hermes Franca  Richard Crunkilton,1  0,27  29,2  4,9  0,Lightweight,U-DEC,3.0,5:00,"UFC 42: Sudden Impact  April 25, 2003"
win,David Loiseau  Mark Weir,0  0,16  2,1  0,0  0,Middleweight,KO/TKO  Punches,1.0,3:55,"UFC 42: Sudden Impact  April 25, 2003"
win,Tim Sylvia  Ricco Rodriguez,1  0,12  7,0  0,0  1,Heavyweight,KO/TKO  Punch,1.0,3:09,"UFC 41: Onslaught  February 28, 2003"
win,Frank Mir  David Abbott,0  0,0  1,0  0,2  0,Heavyweight,SUB  Toe Hold,1.0,0:46,"UFC 41: Onslaught  February 28, 2003"
draw  draw,BJ Penn  Caol Uno,0  0,67  64,5  6,0  1,Lightweight,S-DEC,5.0,5:00,"UFC 41: Onslaught  February 28, 2003"
win,Matt Lindland  Phil Baroni,0  0,40  44,4  1,2  0,Middleweight,U-DEC,3.0,5:00,"UFC 41: Onslaught  February 28, 2003"
win,Vladimir Matyushenko  Pedro Rizzo,0  0,24  12,5  0,0  0,Heavyweight,U-DEC,3.0,5:00,"UFC 41: Onslaught  February 28, 2003"
win,Din Thomas  Matt Serra,0  0,29  26,0  1,0  0,Lightweight,S-DEC,3.0,5:00,"UFC 41: Onslaught  February 28, 2003"
win,Gan McGee  Alexandre Dantas,0  0,9  1,0  0,0  1,Heavyweight,KO/TKO  Punches,1.0,4:49,"UFC 41: Onslaught  February 28, 2003"
win,Yves Edwards  Rich Clementi,1  0,51  31,0  2,1  0,Lightweight,SUB  Rear Naked Choke,3.0,4:07,"UFC 41: Onslaught  February 28, 2003"
win,Tito Ortiz  Ken Shamrock,0  0,74  12,3  0,1  0,Light Heavyweight,KO/TKO,3.0,5:00,"UFC 40: Vendetta  November 22, 2002"
win,Chuck Liddell  Renato Sobral,1  0,13  10,0  0,0  0,Light Heavyweight,KO/TKO  Kick,1.0,2:55,"UFC 40: Vendetta  November 22, 2002"
win,Matt Hughes  Gil Castillo,0  0,22  1,1  0,0  0,Welterweight,KO/TKO,1.0,5:00,"UFC 40: Vendetta  November 22, 2002"
win,Carlos Newton  Pete Spratt,0  0,0  1,1  0,1  0,Welterweight,SUB  Kimura,1.0,1:45,"UFC 40: Vendetta  November 22, 2002"
win,Robbie Lawler  Tiki Ghosn,1  0,5  7,0  0,0  0,Welterweight,KO/TKO  Punch,1.0,1:29,"UFC 40: Vendetta  November 22, 2002"
win,Andrei Arlovski  Ian Freeman,1  0,14  1,0  0,0  0,Heavyweight,KO/TKO  Punches,1.0,1:18,"UFC 40: Vendetta  November 22, 2002"
win,Vladimir Matyushenko  Travis Wiuff,0  0,24  0,2  0,0  1,Heavyweight,KO/TKO  Punches,1.0,4:10,"UFC 40: Vendetta  November 22, 2002"
win,Phillip Miller  Mark Weir,0  1,10  19,2  0,1  3,Middleweight,SUB  Rear Naked Choke,2.0,4:50,"UFC 40: Vendetta  November 22, 2002"
win,Ricco Rodriguez  Randy Couture,0  0,39  39,4  5,1  0,Heavyweight,KO/TKO  Elbows,5.0,3:04,"UFC 39: The Warriors Return  September 27, 2002"
win,Tim Sylvia  Wesley Correira,0  0,138  26,0  0,0  0,Heavyweight,KO/TKO,2.0,1:43,"UFC 39: The Warriors Return  September 27, 2002"
win,BJ Penn  Matt Serra,0  0,32  8,1  1,0  1,Lightweight,U-DEC,3.0,5:00,"UFC 39: The Warriors Return  September 27, 2002"
win,Caol Uno  Din Thomas,0  0,35  11,0  3,0  4,Lightweight,U-DEC,3.0,5:00,"UFC 39: The Warriors Return  September 27, 2002"
win,Gan McGee  Pedro Rizzo,0  0,17  14,0  0,0  0,Heavyweight,KO/TKO,1.0,5:00,"UFC 39: The Warriors Return  September 27, 2002"
win,Phil Baroni  Dave Menne,1  0,8  1,0  0,0  0,Middleweight,KO/TKO  Punches,1.0,0:18,"UFC 39: The Warriors Return  September 27, 2002"
win,Matt Lindland  Ivan Salaverry,0  0,16  32,6  0,0  0,Middleweight,U-DEC,3.0,5:00,"UFC 39: The Warriors Return  September 27, 2002"
win,Sean Sherk  Benji Radach,0  0,6  7,1  0,0  0,Welterweight,KO/TKO,1.0,4:16,"UFC 39: The Warriors Return  September 27, 2002"
win,Matt Hughes  Carlos Newton,0  0,58  3,4  0,1  1,Welterweight,KO/TKO  Punches,4.0,3:37,"UFC 38: Brawl at the Hall  July 13, 2002"
win,Ian Freeman  Frank Mir,0  0,34  6,0  1,0  3,Heavyweight,KO/TKO,1.0,4:35,"UFC 38: Brawl at the Hall  July 13, 2002"
win,Mark Weir  Eugene Jackson,1  0,4  0,0  0,0  0,Middleweight,KO/TKO  Punch,1.0,0:10,"UFC 38: Brawl at the Hall  July 13, 2002"
win,Genki Sudo  Leigh Remedios,0  0,9  5,2  0,3  0,Lightweight,SUB  Rear Naked Choke,2.0,1:38,"UFC 38: Brawl at the Hall  July 13, 2002"
win,Phillip Miller  James Zikic,0  0,30  29,4  0,0  1,Light Heavyweight,U-DEC,3.0,5:00,"UFC 38: Brawl at the Hall  July 13, 2002"
win,Renato Sobral  Elvis Sinosic,0  0,42  7,4  0,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC 38: Brawl at the Hall  July 13, 2002"
win,Evan Tanner  Chris Haseman,0  0,70  14,3  0,0  2,Light Heavyweight,U-DEC,3.0,5:00,"UFC 38: Brawl at the Hall  July 13, 2002"
win,Chuck Liddell  Vitor Belfort,1  0,43  20,0  3,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC 37.5: As Real As It Gets  June 22, 2002"
win,Benji Radach  Nick Serra,1  0,26  0,0  1,0  2,Welterweight,U-DEC,3.0,5:00,"UFC 37.5: As Real As It Gets  June 22, 2002"
win,Pete Spratt  Zach Light,0  0,3  2,0  1,1  0,Welterweight,SUB  Armbar,1.0,2:25,"UFC 37.5: As Real As It Gets  June 22, 2002"
win,Robbie Lawler  Steve Berger,1  0,28  11,1  1,0  0,Welterweight,KO/TKO  Punch,2.0,0:27,"UFC 37.5: As Real As It Gets  June 22, 2002"
win,Tony Fryklund  Rodrigo Ruas,1  0,60  11,0  0,1  0,Middleweight,KO/TKO  Punches,2.0,3:34,"UFC 37.5: As Real As It Gets  June 22, 2002"
win,Yves Edwards  Joao Pierini,0  0,6  1,0  0,0  0,Lightweight,KO/TKO,1.0,1:19,"UFC 37.5: As Real As It Gets  June 22, 2002"
win,Murilo Bustamante  Matt Lindland,1  0,17  35,2  0,2  1,Middleweight,SUB  Guillotine Choke,3.0,1:33,"UFC 37: High Impact  May 10, 2002"
win,Ricco Rodriguez  Tsuyoshi Kohsaka,0  0,19  6,3  1,1  0,Heavyweight,KO/TKO  Punches,2.0,3:25,"UFC 37: High Impact  May 10, 2002"
win,BJ Penn  Paul Creighton,0  0,39  6,0  3,0  0,Lightweight,KO/TKO  Punches,2.0,3:23,"UFC 37: High Impact  May 10, 2002"
win,Phil Baroni  Amar Suloev,0  0,11  9,0  1,0  1,Middleweight,KO/TKO  Punches,1.0,2:59,"UFC 37: High Impact  May 10, 2002"
win,Caol Uno  Yves Edwards,0  0,19  13,3  1,1  1,Lightweight,U-DEC,3.0,5:00,"UFC 37: High Impact  May 10, 2002"
win,Ivan Salaverry  Andrei Semenov,0  0,43  5,2  1,8  1,Middleweight,KO/TKO  Punches,3.0,2:27,"UFC 37: High Impact  May 10, 2002"
nc  nc,Benji Radach  Steve Berger,1  0,10  0,0  0,0  0,Welterweight,Overturned,1.0,0:27,"UFC 37: High Impact  May 10, 2002"
win,Robbie Lawler  Aaron Riley,1  0,64  55,6  0,0  1,Welterweight,U-DEC,3.0,5:00,"UFC 37: High Impact  May 10, 2002"
win,Josh Barnett  Randy Couture,0  0,44  18,0  1,1  0,Heavyweight,KO/TKO  Punches,2.0,4:35,"UFC 36: Worlds Collide  March 22, 2002"
win,Pedro Rizzo  Andrei Arlovski,1  0,27  38,0  0,0  0,Heavyweight,KO/TKO  Punch,3.0,1:45,"UFC 36: Worlds Collide  March 22, 2002"
win,Matt Hughes  Hayato Sakurai,0  1,36  5,9  0,0  0,Welterweight,KO/TKO  Punches,4.0,3:01,"UFC 36: Worlds Collide  March 22, 2002"
win,Matt Lindland  Pat Miletich,0  0,20  1,1  0,0  0,Middleweight,KO/TKO  Punches,1.0,3:09,"UFC 36: Worlds Collide  March 22, 2002"
win,Evan Tanner  Elvis Sinosic,0  0,7  4,0  0,0  0,Light Heavyweight,KO/TKO,1.0,2:06,"UFC 36: Worlds Collide  March 22, 2002"
win,Frank Mir  Pete Williams,0  0,4  0,0  1,1  0,Heavyweight,SUB  Other - Lock,1.0,0:46,"UFC 36: Worlds Collide  March 22, 2002"
win,Matt Serra  Kelly Dullanty,0  0,2  0,1  0,3  0,Lightweight,SUB  Triangle Choke,1.0,2:58,"UFC 36: Worlds Collide  March 22, 2002"
win,Sean Sherk  Jutaro Nakao,0  0,21  4,7  0,0  0,Welterweight,U-DEC,3.0,5:00,"UFC 36: Worlds Collide  March 22, 2002"
win,Jens Pulver  BJ Penn,0  0,38  49,1  7,0  2,Lightweight,M-DEC,5.0,5:00,"UFC 35: Throwdown  January 11, 2002"
win,Ricco Rodriguez  Jeff Monson,0  0,42  7,3  2,1  0,Heavyweight,KO/TKO  Punches,3.0,3:00,"UFC 35: Throwdown  January 11, 2002"
win,Murilo Bustamante  Dave Menne,1  0,9  14,2  0,0  0,Middleweight,KO/TKO  Punch,2.0,0:44,"UFC 35: Throwdown  January 11, 2002"
win,Chuck Liddell  Amar Suloev,0  0,46  26,0  0,0  0,Light Heavyweight,U-DEC,3.0,5:00,"UFC 35: Throwdown  January 11, 2002"
win,Andrei Semenov  Ricardo Almeida,1  0,5  12,0  1,0  5,Middleweight,KO/TKO  Punch,2.0,2:01,"UFC 35: Throwdown  January 11, 2002"
win,Kevin Randleman  Renato Sobral,0  0,18  2,1  0,0  5,Light Heavyweight,U-DEC,3.0,5:00,"UFC 35: Throwdown  January 11, 2002"
win,Gil Castillo  Chris Brennan,0  0,17  8,3  0,0  1,Welterweight,U-DEC,3.0,5:00,"UFC 35: Throwdown  January 11, 2002"
